category,total_count,available_count,markdown_count,median_price,median_markdown_percent
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя DenkMit",1,,,,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Dr. Sante",1,,,,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Dr.Jart+",2,,,1295.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Elizavecca",3,,,525.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Farm Stay",8,,,,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя FarmStay",7,,,143.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Farmona",11,10.0,,202.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Finesse",18,14.0,14.0,405.0,10.0
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Hillary",4,3.0,,376.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Holika Holika",2,,,299.5,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Joko Blend",1,1.0,,227.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Keep Cool",2,,,157.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя L'Oreal Paris",4,,,137.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя MagiClear",1,1.0,,945.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Medi Flower",1,,,171.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Missha",14,8.0,1.0,1017.0,20.0
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Mizon",3,1.0,,555.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя NN",123,121.0,9.0,1178.0,10.0
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Nanum",3,1.0,1.0,943.0,33.88030888030888
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Naris Cosmetics",3,3.0,,1125.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Nivea",8,,,96.5,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Okachi Gliya",2,2.0,2.0,1349.0,32.51625812906453
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Piel Cosmetics",24,20.0,,568.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Royal",2,2.0,,350.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Scinic",3,,,485.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя SecretKey",1,,,257.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Smallbei",1,,,383.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя The Saem",10,,,214.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Tony Moly",2,,,257.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Tosowoong",2,,,314.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Unice",3,2.0,,409.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Vesta Organic",1,1.0,1.0,336.0,20.0
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя White mandarin",6,6.0,,405.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя ZIAJA",3,,,93.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Домашний доктор",3,,,14.0,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Зеленая Аптека",2,,,34.5,
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Мед Карпат",1,1.0,1.0,143.0,20.11173184357542
"Інтернет магазин,Зволожувачі для обличчя,Зволожувачі для обличчя Тенториум",2,2.0,,890.0,
"Інтернет магазин,Зволожуючі засоби для обличчя,Зволожуючі засоби для обличчя Апи-Сан",1,1.0,1.0,280.0,13.846153846153847
"Інтернет магазин,Зубочистки,Зубочистки Actuel",1,,,34.0,
"Інтернет магазин,Зубочистки,Зубочистки Auchan",1,,,13.0,
"Інтернет магазин,Зубочистки,Зубочистки FROM FACTORY",9,9.0,9.0,16.0,13.333333333333334
"Інтернет магазин,Зубочистки,Зубочистки NN",1,1.0,,37.0,
"Інтернет магазин,Зубочистки,Зубочистки Pro-Service",1,,,,
"Інтернет магазин,Зубочистки,Зубочистки Кожен День",1,1.0,,12.0,
"Інтернет магазин,Зубочистки,Зубочистки Мелочи жизни",1,,,40.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Actuel",4,4.0,,124.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Aqua Filter",13,13.0,,94.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Aqua Optima",3,3.0,,749.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Aquafilter",115,115.0,11.0,230.0,28.9544235924933
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Aquakut",3,3.0,,200.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Aqualine",5,5.0,,49.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Aqualite",17,17.0,,195.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Aquavita",3,3.0,3.0,32.0,20.37037037037037
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Atlas",2,2.0,,433.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Atlas Filtri",1,1.0,,228.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Atoll",2,2.0,,727.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів BASF",3,3.0,,455.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів BIO+systems",35,35.0,3.0,179.0,11.787819253438114
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Biosystems",43,43.0,,148.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Bluefilters",1,1.0,,530.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Brita",7,7.0,3.0,398.0,17.857142857142858
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів CET",1,1.0,,737.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів CSM-SAEHAN",5,5.0,,19103.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Canature",3,3.0,,2722.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Canon",2,2.0,,1404.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів ColorWay",2,2.0,,117.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Create",4,4.0,,755.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Crystal",1,1.0,,165.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів DOW Filmtec",2,1.0,,1089.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Dafi",6,6.0,2.0,208.5,10.719112873787749
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Dayton",1,1.0,,413.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів EPC",2,2.0,,2168.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Ecosoft",37,32.0,6.0,216.0,20.03327502564382
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів FREE Label",1,1.0,,230.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Filmtec",1,1.0,,969.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Filter 1",1,,,,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Fito Filter",4,4.0,,375.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів HP",16,16.0,,3335.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Kyocera",3,3.0,,3254.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Leader",14,14.0,,189.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Makkon",1,1.0,,752.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів MicroJet",1,1.0,,818.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів NN",18,18.0,,616.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів NewTone",2,2.0,,548.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Oki",2,2.0,,2908.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Organic",12,12.0,,650.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Patron",2,2.0,,690.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Pentair",2,2.0,,611.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Raifil",2,2.0,,2108.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Santan",11,11.0,11.0,32.0,20.0
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Static Control",1,1.0,,421.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Toray",4,4.0,,20184.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Vontron",1,1.0,,350.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Xiaomi",1,,,699.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Аквафор",66,66.0,,477.5,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Барьер",22,20.0,6.0,180.5,21.389986824769434
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Бриз",9,8.0,1.0,169.0,20.066889632107024
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Гейзер",54,54.0,,520.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Наша вода",4,1.0,,409.0,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Новая Вода",1,,,,
"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів СВОД",11,4.0,,425.0,
"Інтернет магазин,Комплектуючі для внутрішньопідлогових конвекторів,Комплектуючі для внутрішньопідлогових конвекторів CONVECTOR",73,73.0,,4235.0,
"Інтернет магазин,Комплектуючі для внутрішньопідлогових конвекторів,Комплектуючі для внутрішньопідлогових конвекторів Polvax",248,248.0,,3641.0,
"Інтернет магазин,Комплектуючі для внутрішньопідлогових конвекторів,Комплектуючі для внутрішньопідлогових конвекторів TEPLOBRAIN",270,270.0,,4445.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Amway",1,1.0,,396.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Asens Kids",1,1.0,,33.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Auchan",4,4.0,,44.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни BioMio",3,,,198.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Biolife",3,3.0,1.0,245.0,30.0
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Booster",9,9.0,,63.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Chicco",4,1.0,,115.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни DenkMit",1,1.0,1.0,162.0,6.896551724137931
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Felce Azzurra",3,3.0,,139.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Frosch",14,9.0,,107.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Lenor",10,10.0,10.0,122.0,41.42011834319526
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни LionCorea",1,1.0,,249.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Multichem",2,2.0,1.0,132.0,10.305343511450381
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Nature Love Mere",2,2.0,,277.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Pigeon",4,4.0,,207.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Primaterra",6,6.0,,97.5,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни RAMPI",3,3.0,,275.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни SAMA",5,5.0,,31.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Silan",33,16.0,12.0,150.0,36.94267515923567
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Velon",1,1.0,,39.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Кожен День",3,3.0,,26.0,
"Інтернет магазин,Кондиціонери та ополіскувачі для білизни,Кондиціонери та ополіскувачі для білизни Ушастый нянь",1,,,41.0,
"Інтернет магазин,Кондиціонери,Кондиціонери AUX",6,1.0,,10072.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Ardesto",1,,,21999.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Ballu",3,,,10300.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Beko",4,1.0,1.0,7249.0,20.002500312539066
"Інтернет магазин,Кондиціонери,Кондиціонери Bravis",1,,,5299.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Carrier",3,,,11899.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Cooper&Hunter",86,18.0,2.0,23370.0,10.153877254448666
"Інтернет магазин,Кондиціонери,Кондиціонери Daikin",22,17.0,1.0,43580.5,9.690675095958456
"Інтернет магазин,Кондиціонери,Кондиціонери Electrolux",5,,,9599.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Ergo",12,,,8499.0,
"Інтернет магазин,Кондиціонери,Кондиціонери General Electric",7,,,24864.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Gorenje",4,,,13184.5,
"Інтернет магазин,Кондиціонери,Кондиціонери Gree",31,2.0,,20132.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Haier",18,,,19600.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Hisense",1,,,17500.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Hoapp",3,,,10332.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Honda",1,,,,
"Інтернет магазин,Кондиціонери,Кондиціонери Hyundai",3,,,10999.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Idea",26,7.0,3.0,10987.5,22.18550106609808
"Інтернет магазин,Кондиціонери,Кондиціонери IdeaPro",19,3.0,1.0,13109.0,27.03917050691244
"Інтернет магазин,Кондиціонери,Кондиціонери Indesit",1,,,18299.0,
"Інтернет магазин,Кондиціонери,Кондиціонери LG",20,10.0,1.0,25197.0,11.111728429357186
"Інтернет магазин,Кондиціонери,Кондиціонери Leberg",30,2.0,,9999.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Liberton",1,,,6999.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Luxeon",1,,,,
"Інтернет магазин,Кондиціонери,Кондиціонери Midea",58,20.0,6.0,14000.0,10.554353989365627
"Інтернет магазин,Кондиціонери,Кондиціонери Mitsubishi",15,,,37100.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Mitsushito",1,,,,
"Інтернет магазин,Кондиціонери,Кондиціонери Neoclima",33,5.0,1.0,13999.0,5.000500050005001
"Інтернет магазин,Кондиціонери,Кондиціонери Olmo",11,,,11090.0,
"Інтернет магазин,Кондиціонери,Кондиціонери One Air",1,,,5799.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Osaka",13,2.0,,14100.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Panasonic",7,1.0,,22249.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Samsung",23,1.0,1.0,18999.0,33.33444448148271
"Інтернет магазин,Кондиціонери,Кондиціонери Samurai",18,6.0,6.0,7761.5,21.751686160436456
"Інтернет магазин,Кондиціонери,Кондиціонери Saturn",16,,,6249.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Sensei",3,,,7532.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Skyworth",4,2.0,2.0,13849.0,16.56391028189637
"Інтернет магазин,Кондиціонери,Кондиціонери SmartWay",1,,,7399.0,
"Інтернет магазин,Кондиціонери,Кондиціонери TCL",46,1.0,,13338.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Toshiba",20,,,17499.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Tosot",22,,,16735.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Vestfrost",3,,,12225.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Whirlpool",3,,,13924.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Xiaomi",1,1.0,,1299.0,
"Інтернет магазин,Кондиціонери,Кондиціонери Zanussi",3,,,10999.0,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни Andreas Hettich",17,,,156685.0,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни GBT Electronic Factory",1,,,,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни Hettich",5,,,756800.0,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни LoveLines",1,,,,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни NN",29,,,13750.0,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни NOVA",1,,,15550.0,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни Profacial",1,,,22200.0,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни Гранум",5,,,54566.0,
"Інтернет магазин,Косметологічні комбайни,Косметологічні комбайни Листон",3,,,37286.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Actuel",2,,,65.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Auchan",4,2.0,,26.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Bagi",1,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Brabantia",1,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Cnv",1,1.0,1.0,139.0,33.49282296650718
"Інтернет магазин,Кухонні губки,Кухонні губки Domi",2,1.0,,31.5,
"Інтернет магазин,Кухонні губки,Кухонні губки FROM FACTORY",4,2.0,2.0,25.5,13.752913752913752
"Інтернет магазин,Кухонні губки,Кухонні губки Fissman",2,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки GUZZINI",1,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Good Idea",2,2.0,2.0,139.0,39.56521739130435
"Інтернет магазин,Кухонні губки,Кухонні губки HMD",2,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Hendi",1,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Joseph & Joseph",7,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Joseph Joseph",6,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Kiss Kiss Fish",1,1.0,,416.0,
"Інтернет магазин,Кухонні губки,Кухонні губки NN",30,14.0,5.0,18.0,50.0
"Інтернет магазин,Кухонні губки,Кухонні губки Nature Love Mere",1,1.0,,250.0,
"Інтернет магазин,Кухонні губки,Кухонні губки OXO",11,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки PROservice",1,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Qualitell",1,1.0,,207.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Sano",4,3.0,,124.5,
"Інтернет магазин,Кухонні губки,Кухонні губки Sunroz",1,1.0,1.0,222.0,41.11405835543766
"Інтернет магазин,Кухонні губки,Кухонні губки Supretto",2,,,76.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Top Shop",1,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Vivat",2,2.0,,14.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Vortex",1,1.0,,25.0,
"Інтернет магазин,Кухонні губки,Кухонні губки WS",1,1.0,1.0,131.0,45.416666666666664
"Інтернет магазин,Кухонні губки,Кухонні губки Weber",4,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Wellamart",1,1.0,1.0,99.0,42.10526315789474
"Інтернет магазин,Кухонні губки,Кухонні губки YouStar",1,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Добра Господарочка",7,3.0,,20.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Китай",2,,,,
"Інтернет магазин,Кухонні губки,Кухонні губки Кожен День",5,5.0,,8.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Мелочи жизни",11,6.0,,30.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Помічниця",1,1.0,,21.0,
"Інтернет магазин,Кухонні губки,Кухонні губки Фрекен Бок",10,4.0,,30.0,
"Інтернет магазин,Кухонні комбайни та машини,Кухонні комбайни та машини Gorenje",1,1.0,,1149.0,
"Інтернет магазин,Майнінг ферми,Майнінг ферми AMD",10,,,,
"Інтернет магазин,Майнінг ферми,Майнінг ферми Hubber",6,,,1464.0,
"Інтернет магазин,Майнінг ферми,Майнінг ферми MSI",1,,,,
"Інтернет магазин,Майнінг ферми,Майнінг ферми NN",3,,,7800.0,
"Інтернет магазин,Майнінг ферми,Майнінг ферми Nvidia",6,,,,
"Інтернет магазин,Майнінг ферми,Майнінг ферми TechLab‌",1,,,13999.0,
"Інтернет магазин,Майнінг ферми,Майнінг ферми Zotac",1,,,,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Adler",1,,,249.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Ardesto",1,1.0,,99.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Bomann",1,,,155.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Clatronic",4,,,107.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Esperanza",2,1.0,,95.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Fagor",1,,,149.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Gotie",2,,,,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Grunhelm",2,,,,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Hilton",6,,,,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків MAXWELL",2,,,169.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків MPM",2,,,,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Magio",1,,,189.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Mesko",1,,,,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Philips",4,3.0,,449.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Polaris",2,,,64.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Remington",1,,,239.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Rotex",3,,,74.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Saturn",4,,,159.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Scarlett",3,,,159.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Sencor",2,1.0,,119.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Severin",1,1.0,,459.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Sinbo",2,,,,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Tefal",1,1.0,1.0,399.0,20.04008016032064
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків VES electric",3,,,137.0,
"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Xiaomi",4,1.0,1.0,524.0,30.060120240480963
"Інтернет магазин,Медичні автоклави,Медичні автоклави NN",1,,,25600.0,
"Інтернет магазин,Мезороллери,Мезороллери As Seen On TV",1,,,,
"Інтернет магазин,Мезороллери,Мезороллери Avega",1,,,590.0,
"Інтернет магазин,Мезороллери,Мезороллери Ball Вeauty",1,,,,
"Інтернет магазин,Мезороллери,Мезороллери Dermo Future",1,,,799.0,
"Інтернет магазин,Мезороллери,Мезороллери GBT Electronic Factory",1,1.0,,350.0,
"Інтернет магазин,Мезороллери,Мезороллери MT",5,4.0,,195.0,
"Інтернет магазин,Мезороллери,Мезороллери MYM",2,2.0,,52.5,
"Інтернет магазин,Мезороллери,Мезороллери MesoGun",2,1.0,,6400.0,
"Інтернет магазин,Мезороллери,Мезороллери MesoJet",1,,,,
"Інтернет магазин,Мезороллери,Мезороллери NN",3,1.0,1.0,690.0,21.014492753623188
"Інтернет магазин,Мезороллери,Мезороллери ZGTS",3,2.0,,310.0,
"Інтернет магазин,Мопи для швабр,Мопи для швабр DAYCO",12,9.0,,191.5,
"Інтернет магазин,Мопи для швабр,Мопи для швабр Fantom",2,2.0,,181.0,
"Інтернет магазин,Мопи для швабр,Мопи для швабр Helfer",2,,,,
"Інтернет магазин,Мопи для швабр,Мопи для швабр PROservice",2,,,,
"Інтернет магазин,Мопи для швабр,Мопи для швабр Sano",1,,,219.0,
"Інтернет магазин,Мопи для швабр,Мопи для швабр Vileda",4,,,,
"Інтернет магазин,Мопи для швабр,Мопи для швабр Мелочи жизни",3,,,170.0,
"Інтернет магазин,Мопи для швабр,Мопи для швабр Фрекен Бок",1,,,,
"Інтернет магазин,Навушники,Навушники 1MORE",38,38.0,28.0,1299.0,24.02885001696069
"Інтернет магазин,Навушники,Навушники A4Tech",12,12.0,,899.0,
"Інтернет магазин,Навушники,Навушники Amazfit",2,2.0,2.0,1699.0,5.558643690939411
"Інтернет магазин,Навушники,Навушники Anker",6,6.0,,2439.0,
"Інтернет магазин,Навушники,Навушники Apple",1,,,,
"Інтернет магазин,Навушники,Навушники Asus",1,1.0,,8999.0,
"Інтернет магазин,Навушники,Навушники Bang&Olufsen",22,22.0,17.0,10349.0,25.386568197553657
"Інтернет магазин,Навушники,Навушники Baseus",7,7.0,,649.0,
"Інтернет магазин,Навушники,Навушники Beats",6,6.0,4.0,999.0,44.469149527515285
"Інтернет магазин,Навушники,Навушники Blitzwolf",5,5.0,,879.0,
"Інтернет магазин,Навушники,Навушники Bluedio",4,4.0,1.0,774.0,21.105263157894736
"Інтернет магазин,Навушники,Навушники Bose",2,2.0,2.0,6499.0,19.9233901682655
"Інтернет магазин,Навушники,Навушники Celebrat",13,13.0,,109.0,
"Інтернет магазин,Навушники,Навушники Cougar",6,6.0,,1799.0,
