category,total_count,available_count,markdown_count,median_price,median_markdown_percent
"Інтернет магазин,Стерилізатори,Стерилізатори Sogeva",8,5.0,,1407.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Staleks PRO",2,1.0,,137.5,
"Інтернет магазин,Стерилізатори,Стерилізатори Sterilizer",7,,,,
"Інтернет магазин,Стерилізатори,Стерилізатори Sunprof",2,2.0,,1060.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Tolis",1,1.0,,70.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Troika",1,,,2738.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Tufi Profi",1,1.0,,85.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Usams",8,5.0,3.0,779.0,50.12531328320802
"Інтернет магазин,Стерилізатори,Стерилізатори VGT",2,2.0,2.0,838.5,26.5
"Інтернет магазин,Стерилізатори,Стерилізатори Vilan",2,1.0,,757.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Xiaomi",3,1.0,1.0,999.0,21.07481559536354
"Інтернет магазин,Стерилізатори,Стерилізатори YRE",19,10.0,,330.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Youyi",1,,,699.0,
"Інтернет магазин,Стерилізатори,Стерилізатори Лизоформ Медикал",1,1.0,,9.0,
"Інтернет магазин,Стерилізатори,Стерилізатори МИЗ-МА",11,5.0,5.0,21900.0,8.341666666666667
"Інтернет магазин,Стерилізатори,Стерилізатори Медтест",15,2.0,1.0,165.0,20.0
"Інтернет магазин,Стерилізатори,Стерилізатори Микростоп",2,1.0,,2680.0,
"Інтернет магазин,Сухожарові шафи,Сухожарові шафи NN",5,,,1100.0,
"Інтернет магазин,Сухожарові шафи,Сухожарові шафи Nail Craft",1,,,,
"Інтернет магазин,Сухожарові шафи,Сухожарові шафи Микростоп",3,,,,
"Інтернет магазин,Тепла підлога",11,11.0,,14000.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Arnold Rak",8,8.0,,7595.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Bron",1,1.0,,4156.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Danfoss",6,6.0,,983.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Defrost",3,3.0,,327.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Devi",35,35.0,,6847.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Fado",3,3.0,,12713.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Fenix",28,28.0,,4426.0,
"Інтернет магазин,Тепла підлога,Тепла підлога GrayHot",1,1.0,,4598.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Heat Plus",17,17.0,,1770.0,
"Інтернет магазин,Тепла підлога,Тепла підлога HeatTech",9,9.0,,13229.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Hemstedt",9,9.0,,2970.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Hot Right",1,1.0,,2000.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Icma",80,80.0,,894.0,
"Інтернет магазин,Тепла підлога,Тепла підлога In-Term",2,2.0,,1001.0,
"Інтернет магазин,Тепла підлога,Тепла підлога In-Therm",16,16.0,,3381.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Kalde",20,20.0,,102.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Koer",14,14.0,,24.0,
"Інтернет магазин,Тепла підлога,Тепла підлога NN",27,27.0,,213.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Neptun",16,16.0,,10531.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Nexans",39,39.0,,4023.0,
"Інтернет магазин,Тепла підлога,Тепла підлога OJ Electronics",1,1.0,,4752.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Polax",2,2.0,,53.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Profi Therm",86,86.0,,2916.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Raftec",5,5.0,,5410.0,
"Інтернет магазин,Тепла підлога,Тепла підлога RexVa",2,2.0,,227.5,
"Інтернет магазин,Тепла підлога,Тепла підлога SANDI FORTE",8,8.0,,4558.5,
"Інтернет магазин,Тепла підлога,Тепла підлога SANDIPLUS",5,5.0,,1922.0,
"Інтернет магазин,Тепла підлога,Тепла підлога SD Forte",2,2.0,,317.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Schwarz",17,17.0,,6936.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Sd Plus",3,3.0,,428.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Tervix",22,22.0,,1778.5,
"Інтернет магазин,Тепла підлога,Тепла підлога Veria",11,11.0,,5522.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Voltrerm",5,5.0,,3802.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Vsplast",5,5.0,,14.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Wezer",5,5.0,,3900.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Woks",14,14.0,,3165.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Аквасторож",7,7.0,,12498.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Антипотоп",5,5.0,,2008.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Наш комфорт",3,3.0,,2399.0,
"Інтернет магазин,Тепла підлога,Тепла підлога Теплолюкс",9,9.0,,3969.0,
"Інтернет магазин,Теплові завіси,Теплові завіси Ballu",21,,,,
"Інтернет магазин,Теплові завіси,Теплові завіси Maltec",1,,,1199.0,
"Інтернет магазин,Теплові завіси,Теплові завіси Noveen",6,,,2024.0,
"Інтернет магазин,Теплові завіси,Теплові завіси Timberk",1,,,3920.0,
"Інтернет магазин,Теплові завіси,Теплові завіси Volcano",11,,,,
"Інтернет магазин,Теплові завіси,Теплові завіси Днипро",2,,,,
"Інтернет магазин,Теплові завіси,Теплові завіси Термия",5,,,,
"Інтернет магазин,Терморегулятори,Терморегулятори Adecs",2,1.0,,393.0,
"Інтернет магазин,Терморегулятори,Терморегулятори Arnold Rak",3,3.0,,1350.0,
"Інтернет магазин,Терморегулятори,Терморегулятори Auraton",5,,,1270.5,
